OBJECTID,RAIN_ID,DATE,VILLAGE,MOO,TAMBON,DISTRICT,PROVINCE,REGION,UTM_E,UTM_N,ZONE,RAIN_24_HR,RAIN_3_DAY,WEATHER
136,12109,20/1/2022 0:00,โท้งกองเต้า,10,นาปู่ป้อม,ปางมะผ้า,แม่ฮ่องสอน,ภาคเหนือ,405302,2174307,47,0,0,ท้องฟ้าโปร่ง อากาศเย็น
137,14688,22/3/2022 0:00,นายม,4,นายม,เมือง,เพชรบูรณ์,ภาคเหนือ,723855,1798954,47,0,0, ท้องฟ้าโปร่ง ไม่มีฝนตก
138,13363,19/2/2022 0:00,ทรายงาม,10,น้ำหมัน,ท่าปลา,อุตรดิตถ์,ภาคเหนือ,637358,1976685,47,0,0,ท้องฟ้าครึ้ม มีเมฆฝน
139,8243,28/10/2021 0:00,โฮ่ง,5,เวียงเหนือ,ปาย,แม่ฮ่องสอน,ภาคเหนือ,441261,2142621,47,0,0,ท้องฟ้าโปร่ง อากาศเย็น
140,1177,8/6/2021 0:00,  นิคมผัง1,10,จ.ป.ร.,กระบุรี,ระนอง,ภาคใต้,485143,1180563,47,32,0,วัดปริมาณน้ำฝนได้ 32 มม.
141,1176,8/6/2021 0:00,  ยอดน้ำ,7,เขาน้อย,สิชล,นครศรีธรรมราช,ภาคใต้,580123,987438,47,0,0,เช้านี้ท้องฟ้าครึ้ม ไม่มีฝนตก
142,1175,8/6/2021 0:00,ปากพาย,2,น้ำหัก,คีรีรัฐนิคม,สุราษฎร์ธานี,ภาคใต้,494841,1010804,47,0,0,เช้านี้ท้องฟ้าแจ่มใส ไม่มีฝนตก
143,1174,8/6/2021 0:00,  ปากแจ่ม,4,ปากแจ่ม,ห้วยยอด,ตรัง,ภาคใต้,581786,869382,47,0,0,เช้านี้ท้องฟ้าโปร่ง ไม่มีฝนตก
144,1173,8/6/2021 0:00,  ในเขา,1,ปากแจ่ม,ห้วยยอด,ตรัง,ภาคใต้,576027,852112,47,0,0,เช้านี้ท้องฟ้าโปร่ง ไม่มีฝนตก
145,1172,8/6/2021 0:00,  ท่ามะปราง,6,ปากแจ่ม,ห้วยยอด,ตรัง,ภาคใต้,571917,855159,47,0,0,เช้านี้ท้องฟ้าโปร่ง ไม่มีฝนตก
146,1171,8/6/2021 0:00,  ลำแพะ,2,ปากแจ่ม,ห้วยยอด,ตรัง,ภาคใต้,578220,851686,47,0,0,เช้านี้ท้องฟ้าโปร่ง ไม่มีฝนตก
147,1170,8/6/2021 0:00,  พันวาล1,11,รับร่อ,ท่าแซะ,ชุมพร,ภาคใต้,498465,1192978,47,0,0,เช้านี้ท้องฟ้าครึ้ม เมื่อคืนฝนตก
148,1179,8/6/2021 0:00,แม่คะ,1,แม่คะ,ฝาง,เชียงใหม่,ภาคเหนือ,521011,2194617,47,0,0,เช้านี้ท้องฟ้าครึ้ม มีเมฆมาก
149,1178,8/6/2021 0:00,ยาง,12,แม่งอน,ฝาง,เชียงใหม่,ภาคเหนือ,509922,2189730,47,0,0,เช้านี้ท้องฟ้าครึ้ม มีเมฆมาก
150,11771,12/1/2022 0:00,ปากแจ่ม,4,ปากแจ่ม,ห้วยยอด,ตรัง,ภาคใต้,581786,869382,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
151,3193,24/7/2021 0:00,ท่าช้างใต้,12,หมูสี,ปากช่อง,นครราชสีมา,ภาคตะวันออกเฉียงเหนือ,761562,1609223,47,0,0,ท้องฟ้าครึ้ม มีฝนตกเล็กน้อย
152,7188,10/10/2021 0:00,ใหม่ลำกระโดน,17,วังนกแอ่น,วังทอง,พิษณุโลก,ภาคเหนือ,667314,1861566,47,0,0,มีหมอกลงในตอนเช้า อากาศเย็น
153,7189,10/10/2021 0:00,วังบาล,8,วังบาล,หล่มเก่า,เพชรบูรณ์,ภาคเหนือ,733881,1871199,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
154,15066,30/3/2022 0:00,ทุ่ง,1,เขาคราม,เมืองกระบี่,กระบี่,ภาคใต้,482158,907734,47,0,0,ท้องฟ้าครึ้ม มีฝนตกปรอยๆ
155,3431,30/7/2021 0:00,เหนือ,2,กำพวน,สุขสำราญ,ระนอง,ภาคใต้,436126,1035444,47,100,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
156,7180,9/10/2021 0:00,หัวเขา,10,ห้วยยาง,ทับสะแก,ประจวบคีรีขันธ์,ภาคกลาง,568280,1290145,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
157,7181,9/10/2021 0:00,อีต่อง,1,ปิล๊อก,ทองผาภูมิ,กาญจนบุรี,ภาคกลาง,432072,1622983,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
158,7182,9/10/2021 0:00,ห้วยน้ำหนัก,6,ตะนาวศรี,สวนผึ้ง,ราชบุรี,ภาคกลาง,534653,1489785,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
159,7183,10/10/2021 0:00,ทรายงาม,10,น้ำหมัน,ท่าปลา,อุตรดิตถ์,ภาคเหนือ,637358,1976685,47,35,0,วัดปริมาณน้ำฝนได้ 35 มม.
160,7184,10/10/2021 0:00,ท่าเรือ,6,นางพญา,ท่าปลา,อุตรดิตถ์,ภาคเหนือ,648886,1985204,47,28,0,วัดปริมาณน้ำฝนได้ 28 มม.
161,7185,10/10/2021 0:00,  พลำ,6,ป่าเลา,เมือง,เพชรบูรณ์,ภาคเหนือ,724958,1816332,47,0,0,ท้องฟ้าครึ้ม ไม่มีฝนตก
162,7186,10/10/2021 0:00,ใหม่คลองอังวะ,3,แก่นมะกรูด,บ้านไร่,อุทัยธานี,ภาคเหนือ,532028,1675152,47,0,0,มีหมอกลงในตอนเช้า อากาศเย็น
163,7187,10/10/2021 0:00,หลวง,5,แจ้ซ้อน,เมืองปาน,ลำปาง,ภาคเหนือ,553160,2079321,47,0,0,มีหมอกลงในตอนเช้า อากาศเย็น
164,623,26/5/2021 0:00,   ดอยแช่,3, ทากาศ, แม่ทา, ลำพูน,ภาคเหนือ,500787,2036675,47,0,0,ท้องฟ้าโปร่ง อากาศดี
165,3433,30/7/2021 0:00, นิคมผัง2,2,จ.ป.ร.,กระบุรี,ระนอง,ภาคใต้,485143,1180563,47,85,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
166,622,26/5/2021 0:00,   ผาแดง,5, บ้านร้อง, งาว, ลำปาง,ภาคเหนือ,583660,2101020,47,0,0,ท้องฟ้าโปร่ง อากาศร้อน
167,3434,30/7/2021 0:00,แสนสุข,7,พนม,พนม,สุราษฎร์ธานี,ภาคใต้,477054,976920,47,60,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
168,1225,9/6/2021 0:00,ยาง,12,แม่งอน,ฝาง,เชียงใหม่,ภาคเหนือ,509922,2189730,47,15,0,วัดปริมาณน้ำฝนได้ 15 มม.
169,3435,30/7/2021 0:00,ห้วยโต้,4,ทับปริก,เมืองกระบี่,กระบี่,ภาคใต้,490119,910816,47,60,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
170,12833,7/2/2022 0:00,เต่าไห,3,ท่าสัก,พิชัย,อุตรดิตถ์,ภาคเหนือ,618966,1924153,47,0,0,ท้องฟ้าโปร่ง อากาศเย็น
171,12832,7/2/2022 0:00,ผามูบ,7,แม่พูล,ลับแล,อุตรดิดถ์,ภาคเหนือ,607446,1959576,47,0,0,ท้องฟ้าโปร่ง อากาศเย็น
172,12831,7/2/2022 0:00,งามตะโก,10,วังโป่ง,วังโป่ง,เพชรบูรณ์,ภาคเหนือ,696532,1811176,47,0,0,ท้องฟ้าโปร่ง อากาศเย็น
173,620,26/5/2021 0:00,  โป่งน้ำร้อน,1,โป่งน้ำร้อน,คลองลาน,กำแพงเพชร,ภาคเหนือ,530647,1804846,47,0,0,ท้องฟ้าครึ้มมีฝนตก
174,8549,3/11/2021 0:00,คลองคุ้ย,3,ปากแจ่ม,ห้วยยอด,ตรัง,ภาคใต้,572580,854248,47,5,0,วัดปริมาณน้ำฝนได้ 5 มม.
175,3436,30/7/2021 0:00,  หัวหิน,5,หาดยาย,หลังสวน,ชุมพร,ภาคใต้,501096,1094356,47,60,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
176,8019,24/10/2021 0:00,สบป่อง,1,สบป่อง,ปางมะผ้า,แม่ฮ่องสอน,ภาคเหนือ,421178,2158227,47,0,0,ท้องฟ้าโปร่ง เมื่อวานมีฝนตกหนัก
177,8018,24/10/2021 0:00,แม่คำหล้า,13,บ้านร้อง,งาว,ลำปาง,ภาคเหนือ,583099,2094330,47,0,0,ท้องฟ้าครึ้ม ไม่มีฝนตก
178,8017,24/10/2021 0:00,โป่งน้ำร้อน,1,โป่งน้ำร้อน,คลองลาน,กำแพงเพชร,ภาคเหนือ,532308,1805653,47,0,0,ท้องฟ้าครึ้ม มีเมฆเล็กน้อย
179,8016,24/10/2021 0:00,ยาง,12,แม่งอน,ฝาง,เชียงใหม่,ภาคเหนือ,510053,2189632,47,0,0,ท้องฟ้าครึ้ม มีฝนตกเล็กน้อย
180,8015,24/10/2021 0:00,แม่ป่าไผ่,11,แม่คะ,ฝาง,เชียงใหม่,ภาคเหนือ,519477,2190803,47,0,0,ท้องฟ้าครึ้ม มีฝนตกเล็กน้อย
181,8546,3/11/2021 0:00,ช้างเชื่อ,4,เหล,กะปง,พังงา,ภาคใต้,443403,967164,47,18,0,วัดปริมาณน้ำฝนได้ 18 มม.
182,8013,24/10/2021 0:00,ผามูบ,7,แม่พูล,ลับแล,อุตรดิตถ์,ภาคเหนือ,607753,1960172,47,9,0,วัดปริมาณน้ำฝนได้ 9 มม.
183,8012,24/10/2021 0:00,น้ำหมันใต้,5,น้ำหมัน,ท่าปลา,อุตรดิตถ์,ภาคเหนือ,638297,1963770,47,10,0,วัดปริมาณน้ำฝนได้ 10 มม.
184,8011,24/10/2021 0:00,หัวดง,2,แม่พูล,ลับแล,อุตรดิตถ์,ภาคเหนือ,608229,1957446,47,15,0,วัดปริมาณน้ำฝนได้ 15 มม.
185,8010,24/10/2021 0:00,นาอุ่นน่อง,6,หัวทุ่ง,ลอง,แพร่,ภาคเหนือ,581105,1997565,47,25,0,วัดปริมาณน้ำฝนได้ 25 มม.
186,7456,14/10/2021 0:00,คลองลอย,8,ร่อนทอง,บางสะพาน,ประจวบคีรีขันธ์,ภาคกลาง,540284,1248800,47,0,0,ท้องฟ้าครึ้ม มีฝนตก
187,7457,14/10/2021 0:00,ซับม่วง,3,บ้านใหม่สามัคคี,ชัยบาดาล,ลพบุรี,ภาคกลาง,720349,1688405,47,0,0,ท้องฟ้าโปร่ง ไม่มีฝนตก
188,7454,14/10/2021 0:00,ดงเสลา,2,องค์พระ,ด่านช้าง,สุพรรณบุรี,ภาคกลาง,548500,1629928,47,11,0,วัดปริมาณน้ำฝนได้ 11 มม.
189,7455,14/10/2021 0:00,ทองมงคล,6,ทองมงคล,บางสะพาน,ประจวบคีรีขันธ์,ภาคกลาง,542620,1241769,47,2,0,วัดปริมาณน้ำฝนได้ 2 มม.
190,7452,14/10/2021 0:00,โคกอนุ,9,นายางกลัก,เทพสถิต,ชัยภูมิ,ภาคตะวันออกเฉียงเหนือ,772134,1735424,47,0,0,ท้องฟ้าครึ้ม ไม่มีฝนตก
191,7453,14/10/2021 0:00,สาริกา,3,สาริกา,เมือง,นครนายก,ภาคกลาง,744982,1582508,47,32,0,วัดปริมาณน้ำฝนได้ 32 มม.
