OBJECTID,Event_ID,Geohaz_T,Geohaz_E,DATE,TIME,LATITUDE,LONGITUDE,UTM_E,UTM_N,ZONE,MAGNITUDE,DEPTH_KM,F_ZONE_T,F_ZONE_E,LOCATION,BAN,TAMBON,DISTRICT,PROVINCE,Geo_haz_T,Geo_haz_E,LS_Type_T,LS_Type_E,Effect
387,434,ดินถล่ม,Landslide,00:00.0,0:00:00,8.85235678,98.35159239,428700,978591,47N,,,,,ถนนราษฎร์บำรุง ตลาดเก่า-ย่านยาว,,ตะกั่วป่า,ตะกั่วป่า,พังงา,,,,,ดินไหลและต้นไม้ใหญ่ล้มลงมาขวางถนน รถทุกชนิดไม่สามารถผ่านได้
102,84,แผ่นดินไหว,Earthquake,00:00.0,23:00:00,14.69,101.38,756297,1625390,47,3,,,,,,,ปากช่อง,นครราชสีมา,,,,,รู้สึกสั่นไหวที่บริเวณ อำเภอปากช่อง จังหวัดนครราชสีมา
164,165,หลุมยุบ,Sinkhole,00:00.0,0:00:00,17.59040331,109.2828923,954782,1950014,48,,,,,,โนนสมบัติ,อ้อมกอ,บ้านดุง,อุดรธานี,หินปูน,Limestone,,,หลุมยุบขนาดเส้นผ่าศูนย์กลาง 4.5 เมตร ลึก 6 เมตร
291,298,ดินถล่ม,Landslide,00:00.0,0:00:00,11.975676,108.305722,860074,1326021,47N,,,,,ถนนสายมาบค้างคาว-บ้านบางเบ้า,,เกาะช้างใต้,เกาะช้าง,ตราด,,,,,ดินไหลปิดทับเส้นทางระยะทางยาวกว่า 30 เมตร ทำให้รถยนต์สามารถเดินรถได้เพียงหนึ่งช่องทาง
323,323,ดินถล่ม,Landslide,00:00.0,0:00:00,9.9310963,99.11726864,512854,1097796,47N,,,,,,น้ำตก,บางมะพร้าว,หลังสวน,ชุมพร,,,,,ดินไหลทำให้บ่อเลี้ยงกบของชาวบ้านจำนวน 4 บ่อ มีชาวบ้านได้รับบาดเจ็บ 1 ราย
437,510,ดินถล่ม,Landslide,00:00.0,0:00:00,16.41936347,98.68805012,466694,1815349,47N,,,,,,พบพระเหนือ,พบพระ,พบพระ,ตาก,,,,,ดินไหลและทรุดตัวลงขนาดกว้าง 10 เมตร ลึก 3 เมตร ทำให้ถนนเส้นทางบ้านพบพระเหนือ – ผากะเจ้อ ประชาชนไม่สามารถสัญจรไปมาได้
123,33,ดินถล่ม,Landslide,00:00.0,0:00:00,17.87,97.73,365142,1976384,47,,,,,,ปู่ทา,แม่สามแลบ,สบเมย,แม่ฮ่องสอน,หินดินดาน,Shale,,,มีผู้เสียชีวิต 9 ราย บาดเจ็บ 12 คน บ้านเรือนเสียหายทั้งหลัง 1 หลัง และเสียหายบางส่วน 9 หลัง
482,320,ดินถล่ม,Landslide,00:00.0,0:00:00,6.80498735,100.6323455,680391,752495,47N,,,,,,หัวควน,น้ำขาว,จะนะ,สงขลา,,,,,ดินไหลบริเวณควนเขาสระ ความยาวจากยอดเขาลงสู่ด้านล่าง 70 เมตร สวนยางพาราเสียหาย 7 ไร่
3,13,ดินถล่ม,Landslide,00:00.0,0:00:00,19.46,98.29,425896,2151966,47,,,,,ยอดเขาดอยจิกจ้อง,น้ำริน,สบป่อง,ปางมะผ้า,แม่ฮ่องสอน,หินแกรนิต,,,Debris Flow,มีผู้เสียชีวิต 5 ราย  บ้านเรือนเสียหายทั้งหลัง 15 หลัง
210,206,หลุมยุบ,Sinkhole,00:00.0,0:00:00,8.10315952,99.44365932,548879,895729,47,,,,,,ป่าใหม่,ดินอุดม,ลำทับ,กระบี่,หินปูน,Limestone,,,หลุมยุบขนาดเส้นผ่าศูนย์กลางประมาณ 1 เมตร ลึก 1.5 เมตร
344,361,ดินถล่ม,Landslide,00:00.0,0:00:00,7.91548006,98.36819912,430360,875006,47N,,,,,ร้านอดิศักดิ์เทรดดิ้ง ถนนบายพาส,,รัษฎา,เมืองภูเก็ต,ภูเก็ต,,,,,ดินไหลลงมาทับบ้านพักคนงานเสียหาย 1 หลัง และเกิดรอยแยกทางขึ้นเขาป่าตอง ยาว 50 เมตร
472,435,ดินถล่ม,Landslide,00:00.0,0:00:00,17.97036836,102.2428203,834598,1989814,47N,,,,,,ท่าโปงทอง,โนนทอง,นายูง,อุดรธานี,,,,,ดินไหลและน้ำป่าไหลหลาก จากลำห้วยโป่งและห้วยสาขาลำห้วยโสม มีผู้เสียชีวิต 1 ราย
561,570,ดินถล่ม,Landslide,00:00.0,0:00:00,9.05588197,99.90245825,599181,1001153,47,,,,,,ควนยาว ,ทุ่งใส ,สิชล ,นครศรีธรรมราช,,,,,ดินไหลทำให้มีบ้านเรือนได้รับความเสียหาย และรถจักรยานยนต์จำนวน 3 คัน 
130,34,ดินถล่ม,Landslide,00:00.0,0:00:00,18.08,97.93,386739,1999294,47,,,,,,จอมกิตติ,แม่ยวม,แม่สะเรียง,แม่ฮ่องสอน,หินดินดาน,Shale,,,มีบ้านเรือนเสียหาย 10 หลัง และถนนทางเข้าหมู่บ้านเสียหาย จำนวน 2 จุด
145,173,หลุมยุบ,Sinkhole,00:00.0,0:00:00,9.20877567,98.83899045,482266,907382,47,,,,,,เขาหน้าวัว,เขาคราม,เมือง,กระบี่,หินปูน,Limestone,,,หลุมกว้างประมาณ 0.8 เมตร ก้นหลุมกว้างประมาณ 2 เมตร ลึกประมาณ 6 เมตร
40,93,แผ่นดินไหว,Earthquake,00:00.0,7:39:00,18.53,99.07,507388,2048826,47,3.1,,แม่ทา,MAE THA,,,,เมือง,ลำพูน,,,,,สึกสั่นไหว อำเภอสารภี อำเภอหางดง อำเภอเมือง จังหวัดเชียงใหม่ และ อำเภอเมือง จังหวัดลำพูน
269,263,ดินถล่ม,Landslide,00:00.0,0:00:00,8.57516169,99.47021214,551742,947915,47N,,,,,,ห้วยทรายงาม,ห้วยปริก,ฉวาง,นครศรีธรรมราช,,,,,ดินไหลบริเวณภูเขาหินแกรนิตที่มีความลาดชันสูงและผุพังให้ชั้นดินหนา
279,268,ดินถล่ม,Landslide,00:00.0,0:00:00,8.29964587,99.83709263,592181,917521,47N,,,,,โรงเรียน ตชด.บ้านเขาวัง,,หินตก,ร่อนพิบูลย์,นครศรีธรรมราช,,,,,ดินไหลอยู่ที่ระดับความสูง 50 เมตร จากพื้นดิน ตะกอนส่วนใหญ่ที่ถูกพัดพาลงมาเป็นเศษหินดินดานหลังอาคารเรียนโรงเรียน ตชด.
275,265,ดินถล่ม,Landslide,00:00.0,0:00:00,18.58,99.26,527432,2054376,47N,,,,,,ดอนชัย,แม่ทา,แม่ออน,เชียงใหม่,,,,,ดินไหลที่ระดับความสูง 140 เมตร ไหลลงทางทิศเหนือ และทางทิศตะวันออก
135,62,แผ่นดินไหว,Earthquake,00:00.0,23:42:00,7.38,99.63,569528,815806,47,3.5,,-,-,,,,หาดสำราญ,ตรัง,,,,,เกิดรอยร้าวและรอยแยกระหว่างเสากับผนังบ้าน ตำบลควนปริง อำเภอเมือง ตำบลคลองชีล้อม อำเภอกันตัง ได้รับความเสียหาย
429,506,ดินถล่ม,Landslide,00:00.0,0:00:00,14.67539044,98.37871505,433106,1622515,47N,,,,,,,ปิล๊อก,ทองผาภูมิ,กาญจนบุรี,,,,,ดินไหลปิดทับเส้นทางจราจร ไม่สามารถสัญจรได้
404,457,ดินถล่ม,Landslide,00:00.0,0:00:00,6.63,101.06,727751,733319,47N,,,,,,โคก,บ้านโหนด,สะบ้าย้อย,สงขลา,,,,,ดินไหลทำให้สวนยางพาราได้รับความเสียหายบางส่วนตรงบริเวณที่เกิดดินไหลท้ายหมู่บ้าน
87,192,หลุมยุบ,Sinkhole,00:00.0,0:00:00,8.46920655,99.45307275,549870,936199,47,,,,,,ควนนนท์,ไม้เรียง,ฉวาง,นครศรีธรรมราช,หินปูน,Limestone,,,หลุมยุบเส้นผ่าศูนย์กลาง 30 เมตร ลึก 40 เมตร และมีน้ำไหลอยู่บริเวณก้นหลุม
106,226,หลุมยุบ,Sinkhole,00:00.0,0:00:00,16.46779338,100.3333455,642331,1821151,47,,,,,โรงเรียนวัดราชช้างขวัญ,ราชช้างขวัญ,ปากทาง,เมือง,พิจิตร,หินทราย,Sandstone,,,หลุมยุบ 2 หลุม หลุมที่ 1 ขนาดเส้นผ่าศูนย์กลาง 1.3 เมตร ลึก 1.7เมตร และหลุมที่ 2 ขนาดเส้นผ่าศูนย์กลาง 80 ซม. ลึก 1 เมตร
532,358,ดินถล่ม,Landslide,00:00.0,0:00:00,17.29,100.83,694516,1912560,47N,,,,,ถนนสาย 1248 (นครไทย-นาเมือง),,นครชุม,นครไทย,พิษณุโลก,,,,,ดินไหลปิดทับถนนบริเวณหลักกิโลเมตรที่ 27 ตำบลนครชุม อำเภอนครไทย
495,351,ดินถล่ม,Landslide,00:00.0,0:00:00,6.85525833,100.1193797,623682,757892,47N,,,,,,ทุ่งนุ้ย,ทุ่งนุ้ย,ควนกาหลง,สตูล,,,,,ดินไหล จำนวน 2 จุด บริเวณหน้าเขื่อนน้ำหรา พื้นที่บ้านทุ่งนุ้ย และบริเวณพื้นที่สวนยางพาราบ้านโตน
